Title,Desc,Type,BodyPart,Equipment,Level,text
Calf Press On A Hack Squat Machine - Gethin Variation,The hack squat calf raise is a variation of the standing calf raise to target them in a different manner than seated or fully standing.,Strength,Calves,Machine,Intermediate,Calf Press On A Hack Squat Machine - Gethin Variation The hack squat calf raise is a variation of the standing calf raise to target them in a different manner than seated or fully standing.
Smith Machine Standing Calf Raises - Gethin Variation,"The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout.",Strength,Calves,Machine,Intermediate,"Smith Machine Standing Calf Raises - Gethin Variation The Smith machine standing calf raise is a machine-based exercise targeting the muscles of the calves, particularly the gastrocnemius or upper calf muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the lower-body portion of a workout."
Hack squat calf raise,"The hack squat calf raise is a variation of the standing calf raise performed in a hack squat machine. This allows for heavy loading, but also shoulder comfort from the pads of the hack squat. Calf raise variations are often performed for relatively high reps, such as 10-20 reps per set or more.",Strength,Calves,Machine,Intermediate,"Hack squat calf raise The hack squat calf raise is a variation of the standing calf raise performed in a hack squat machine. This allows for heavy loading, but also shoulder comfort from the pads of the hack squat. Calf raise variations are often performed for relatively high reps, such as 10-20 reps per set or more."
Seated Calf Press - Gethin Variation,"The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps.",Strength,Calves,Machine,Intermediate,"Seated Calf Press - Gethin Variation The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps."
Leg press calf raise,"The leg press calf raise is a variation of the standing calf raise performed in a leg press machine. This allows for heavy loading, but also shoulder comfort from the pads of the leg press. Calf raise variations are often performed for relatively high reps, such as 10-20 reps per set or more.",Strength,Calves,Machine,Intermediate,"Leg press calf raise The leg press calf raise is a variation of the standing calf raise performed in a leg press machine. This allows for heavy loading, but also shoulder comfort from the pads of the leg press. Calf raise variations are often performed for relatively high reps, such as 10-20 reps per set or more."
Machine seated calf raise,"The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps.",Strength,Calves,Machine,Intermediate,"Machine seated calf raise The machine seated calf raise is an exercise targeting the calf muscles of the lower leg, particularly the soleus muscle. It is usually performed for moderate to high reps, such as 8-12 reps per set, and occasionally for very high burnout-focused sets of 50-100 total reps."
30 Legs Seated Calf Raise,"The 30 legs seated calf raise is an isolation exercise heavily targeting the soleus muscle. The seated position takes the larger gastrocnemius out of the movement, effectively isolating the deep calf muscles. It is usually performed for moderate to high reps in leg workouts.",Strength,Calves,Machine,Intermediate,"30 Legs Seated Calf Raise The 30 legs seated calf raise is an isolation exercise heavily targeting the soleus muscle. The seated position takes the larger gastrocnemius out of the movement, effectively isolating the deep calf muscles. It is usually performed for moderate to high reps in leg workouts."
30 Legs Standing Calf Raise,"The 30 legs standing calf raise is a foundational isolation exercise targeting the gastrocnemius. Standing with straight legs places the maximum load on the large, visible muscle of the calf, building overall lower-leg size. It is usually performed for moderate to high reps.",Strength,Calves,Machine,Intermediate,"30 Legs Standing Calf Raise The 30 legs standing calf raise is a foundational isolation exercise targeting the gastrocnemius. Standing with straight legs places the maximum load on the large, visible muscle of the calf, building overall lower-leg size. It is usually performed for moderate to high reps."
Peroneals-SMR,"The peroneals-SMR is a recovery technique targeting the outer lower leg. Rolling the peroneals helps release tight fascia, which can alleviate lateral knee pain and improve ankle tracking. It is typically performed for time or slow passes during warm-ups or recovery.",Stretching,Calves,Body Only,Intermediate,"Peroneals-SMR The peroneals-SMR is a recovery technique targeting the outer lower leg. Rolling the peroneals helps release tight fascia, which can alleviate lateral knee pain and improve ankle tracking. It is typically performed for time or slow passes during warm-ups or recovery."
Knee Circles,The knee circle is a dynamic mobility exercise targeting the knee and ankle joints. Rotating the knees in a circular motion lubricates the joints and warms up the surrounding ligaments. It is commonly performed for moderate reps during a general lower-body warm-up.,Stretching,Calves,Body Only,Beginner,Knee Circles The knee circle is a dynamic mobility exercise targeting the knee and ankle joints. Rotating the knees in a circular motion lubricates the joints and warms up the surrounding ligaments. It is commonly performed for moderate reps during a general lower-body warm-up.
Standing Gastrocnemius Calf Stretch,The standing gastrocnemius calf stretch is a flexibility exercise targeting the large calf muscle. Leaning forward against a wall with a straight back leg deeply stretches the gastrocnemius and improves ankle dorsiflexion. It is usually performed for time holds post-workout.,Stretching,Calves,Body Only,Intermediate,Standing Gastrocnemius Calf Stretch The standing gastrocnemius calf stretch is a flexibility exercise targeting the large calf muscle. Leaning forward against a wall with a straight back leg deeply stretches the gastrocnemius and improves ankle dorsiflexion. It is usually performed for time holds post-workout.
